id,input_title,recommended_id,recommended_title,genres,similarity_score,reason
tm1031976,Dhamaka,tm455197,Kabir Singh,drama romance crime action,0.0952,"similar genres: action, crime, drama; shares cast members: Majumdar, Soham, Thakur"
tm1031976,Dhamaka,tm848663,Ghost Stories,horror,0.0928,"shares cast members: Mrunal, Subhash, Tandon, Thakur"
tm1031976,Dhamaka,tm858287,Jersey,drama sport romance,0.091,"similar genres: drama; shares cast members: Majumdar, Mrunal, Thakur"
tm1031976,Dhamaka,tm852775,Amit Tandon: Family Tandoncies,comedy,0.0799,shares cast members: Tandon
tm1031976,Dhamaka,tm58893,Duplicate,comedy action crime thriller,0.0776,"similar genres: action, crime, thriller; shares cast members: Pradhan, Vishwajeet"
ts308511,Back to 15,ts254537,"Good Morning, Verônica",crime drama thriller,0.1495,"similar genres: drama; shares cast members: Castanho, Klara"
ts308511,Back to 15,tm992279,Confessions of an Invisible Girl,comedy drama,0.1478,"similar genres: comedy, drama; shares cast members: Cabral, Caio, Castanho, Klara"
ts308511,Back to 15,ts301609,Love Is Blind: Brazil,reality romance,0.1343,"shares cast members: Camila, Queiroz"
ts308511,Back to 15,tm981676,Double Dad,comedy drama family,0.1334,"similar genres: comedy, drama; shares cast members: Caio, Maisa, Silva"
ts308511,Back to 15,tm890013,Lulli,fantasy comedy romance,0.0838,"similar genres: comedy; shares cast members: Amanda, Vinícius"
tm1093287,The River Runner,tm832463,Mundina Nildana,drama romance comedy,0.0914,similar description and thematic content
tm1093287,The River Runner,ts311989,jeen-yuhs,documentation music,0.088,similar genres: documentation
tm1093287,The River Runner,ts219561,"The Mind, Explained",documentation,0.0775,similar genres: documentation
tm1093287,The River Runner,ts35360,Inspector Gadget,action scifi animation comedy family,0.0695,similar genres: action; shares cast members: Scott
tm1093287,The River Runner,tm435144,Notes from Dunblane: Lessons from a School Shooting,documentation,0.0686,similar genres: documentation
tm1120509,Never Back Down: Revolt,ts311915,Rebelde,drama romance family comedy music,0.1097,similar genres: drama
tm1120509,Never Back Down: Revolt,tm684591,Freej Al Taibeen,comedy sport,0.0972,similar genres: sport; shares cast members: Al
tm1120509,Never Back Down: Revolt,tm176864,Rush,drama action sport european,0.0931,"similar genres: action, drama, sport; shares cast members: Brooke, Degruttola, Hannah, James, Johnston, Lee, Michael, Olivia, Raffaello"
tm1120509,Never Back Down: Revolt,tm315340,The Night Comes for Us,action thriller crime,0.0862,"similar genres: action, crime; shares cast members: Al, Hannah, Lee, Rashid"
tm1120509,Never Back Down: Revolt,ts220248,Hyperdrive,reality,0.0839,"shares cast members: Bisping, Michael"
ts320075,Aranyak,tm164353,Singham,drama action crime,0.08,"similar genres: crime, drama; shares cast members: Anant, Jog"
ts320075,Aranyak,tm368350,Jonaki,fantasy drama european,0.0723,"similar genres: drama; shares cast members: Chatterjee, Sengupta"
ts320075,Aranyak,ts271321,Beyond Evil,crime thriller drama,0.0718,"similar genres: crime, drama, thriller"
ts320075,Aranyak,tm148910,Haider,action drama thriller crime,0.0716,"similar genres: crime, drama, thriller; shares cast members: Lalit, Parimoo"
ts320075,Aranyak,tm948100,Footfairy,crime thriller,0.0708,"similar genres: crime, thriller"
ts280892,"Devotion, a Story of Love and Desire",ts216474,The Trial,crime thriller drama,0.1125,"similar genres: drama; shares cast members: Camilla, Lastrico, Maurizio, Michele"
ts280892,"Devotion, a Story of Love and Desire",tm839411,Me Against You: Mr. S's Vendetta,comedy family european,0.1071,"shares cast members: Di, Maria, Michele"
ts280892,"Devotion, a Story of Love and Desire",tm426117,On My Skin,drama european,0.0906,"similar genres: drama; shares cast members: Di, Federico, Maurizio, Michele"
ts280892,"Devotion, a Story of Love and Desire",tm450698,The Ruthless,crime drama european,0.0905,"similar genres: drama; shares cast members: Di, Federico, Giovanni, Lorenzo, Maria, Michele, Sara"
ts280892,"Devotion, a Story of Love and Desire",ts309731,Gormiti,comedy action animation fantasy thriller,0.0853,"shares cast members: Di, Federico, Sara"
tm1091155,Untold: Breaking Point,ts236769,"Coronavirus, Explained",documentation,0.1417,similar genres: documentation
tm1091155,Untold: Breaking Point,tm148976,The Battered Bastards of Baseball,documentation sport,0.1039,"similar genres: documentation, sport; same director (Chapman Way Maclain Way)"
tm1091155,Untold: Breaking Point,ts288065,Naomi Osaka,documentation sport,0.0997,"similar genres: documentation, sport"
tm1091155,Untold: Breaking Point,tm1168932,Taylor Tomlinson: Look at You,comedy documentation,0.0986,similar genres: documentation
tm1091155,Untold: Breaking Point,tm1128292,Michael Che: Shame the Devil,comedy,0.0973,similar description and thematic content
ts260477,Post Mortem: No One Dies in Skarnes,tm375446,Asphalt Burning,comedy action european,0.1184,"similar genres: comedy; shares cast members: Johansen, Kathrine, Thorborg"
ts260477,Post Mortem: No One Dies in Skarnes,ts254568,The Last Word,drama comedy,0.1141,"similar genres: comedy, drama"
ts260477,Post Mortem: No One Dies in Skarnes,tm101334,Death at a Funeral,comedy drama,0.1053,"similar genres: comedy, drama"
ts260477,Post Mortem: No One Dies in Skarnes,tm476922,Wanted - Matloubin,comedy drama,0.0967,"similar genres: comedy, drama"
ts260477,Post Mortem: No One Dies in Skarnes,ts41149,The Ranch,comedy drama western,0.0922,"similar genres: comedy, drama"
ts254928,D.P.,tm1005109,Kingdom: Ashin of the North,fantasy horror thriller action drama,0.2581,"similar genres: action, drama; shares cast members: Jung, Kim, Koo, Kyo-hwan"
ts254928,D.P.,ts275448,Navillera,drama family,0.2177,"similar genres: drama; shares cast members: Jung, Kim"
ts254928,D.P.,ts42257,Signal,crime thriller drama fantasy scifi,0.1982,"similar genres: drama; shares cast members: Jung, Kim, Son"
ts254928,D.P.,ts76478,Prison Playbook,comedy drama,0.1862,"similar genres: comedy, drama; shares cast members: Hae-in, Jung, Kim"
ts254928,D.P.,ts83359,100 Days My Prince,drama thriller comedy action history romance,0.1814,"similar genres: action, comedy, drama; shares cast members: Jung, Kim"
tm1219931,Heart Parade,tm1083068,Operation Hyacinth,crime drama thriller,0.1477,"shares cast members: Piotr, Tomasz"
tm1219931,Heart Parade,tm1111616,David and the Elves,fantasy comedy family,0.1465,"similar genres: comedy; shares cast members: Anna, Czernecki, Jakub, Krzywkowska, Michał, Monika, Piotr, Rogucki"
tm1219931,Heart Parade,tm1000185,Squared Love,comedy romance,0.1454,"similar genres: comedy, romance; shares cast members: Anna, Grzegorz, Iwo, Rajski, Tomasz, Zielińska; same director (Filip Zylber)"
tm1219931,Heart Parade,tm872496,Autumn Girl,drama romance,0.1354,"similar genres: romance; shares cast members: Iwo, Katarzyna, Leszek, Maria, Piotr, Rajski, Rutkowski"
tm1219931,Heart Parade,tm1185506,The Taming of the Shrewd,romance comedy,0.1121,"similar genres: comedy, romance; shares cast members: Dorota, Piotr, Tomasz"
tm991351,Pelé,ts353844,Keep Sweet: Pray and Obey,crime documentation,0.1036,similar genres: documentation
tm991351,Pelé,tm1084481,Blood Brothers: Malcolm X & Muhammad Ali,documentation history sport,0.0989,"similar genres: documentation, sport; shares cast members: Ali, Muhammad"
tm991351,Pelé,ts80313,Bobby Kennedy for President,documentation drama,0.0948,"similar genres: documentation; shares cast members: F., Kennedy, Robert"
tm991351,Pelé,ts81120,The Last Dance,documentation history sport,0.0878,"similar genres: documentation, sport"
tm991351,Pelé,ts78692,Rapture,documentation scifi thriller horror music,0.0855,similar genres: documentation
ts223450,Move to Heaven,tm366972,The Drug King,crime action drama,0.324,"similar genres: drama; shares cast members: Ji, Lee"
ts223450,Move to Heaven,ts242210,The Cursed,thriller scifi drama fantasy,0.315,"similar genres: drama; shares cast members: Jung, Lee"
ts223450,Move to Heaven,tm104349,The Unjust,thriller crime drama action,0.3068,"similar genres: drama; shares cast members: Jeong, Lee"
ts223450,Move to Heaven,ts77474,Mr. Sunshine,drama history romance war action,0.3007,similar genres: drama; shares cast members: Lee
ts223450,Move to Heaven,ts42257,Signal,crime thriller drama fantasy scifi,0.2955,"similar genres: drama; shares cast members: Im, Je-hoon, Jung, Lee"
ts257504,Heirs to the Land,ts58152,Cathedral of the Sea,drama history,0.169,"similar genres: drama, history; shares cast members: González, Maria, Natalia, Soto"
ts257504,Heirs to the Land,tm1216735,Sun of the Soil,,0.0885,similar description and thematic content
ts257504,Heirs to the Land,tm918701,Don't Listen,thriller horror european,0.087,"shares cast members: Rodolfo, Sancho"
ts257504,Heirs to the Land,tm408892,Unbridled,thriller european,0.0868,"shares cast members: Natalia, Pedro, Rodríguez, Sánchez"
ts257504,Heirs to the Land,tm300027,Thi Mai,comedy family european,0.08,"similar genres: comedy; shares cast members: Casablanc, Pedro"
tm1102891,Grudge,tm172027,The Butterfly's Dream,drama history romance,0.1691,"similar genres: drama; shares cast members: Ahmet, Erdoğan, Mümtaz, Taylan, Yılmaz"
tm1102891,Grudge,tm1141663,Cem Yılmaz: Diamond Elite Platinum Plus,comedy,0.164,"shares cast members: Cem, Yılmaz"
tm1102891,Grudge,tm228839,Ali Baba and the 7 Dwarfs,action comedy drama,0.1593,"similar genres: drama; shares cast members: Cem, Duygu, Mizrahi, Yosi, Yılmaz"
tm1102891,Grudge,tm51493,Vizontele,comedy drama,0.1194,"similar genres: drama; shares cast members: Cem, Erdoğan, Yılmaz"
tm1102891,Grudge,tm210754,Have You Ever Seen Fireflies? - Theatre Play,drama,0.1126,"similar genres: drama; shares cast members: Erdoğan, Yılmaz"
ts308039,A Sinister Sect: Colonia Dignidad,ts45948,Monty Python's Fliegender Zirkus,comedy,0.1016,similar description and thematic content
ts308039,A Sinister Sect: Colonia Dignidad,tm1000147,Zone 414,scifi thriller,0.0863,similar description and thematic content
ts308039,A Sinister Sect: Colonia Dignidad,ts85619,Hache,crime drama thriller,0.0855,similar description and thematic content
ts308039,A Sinister Sect: Colonia Dignidad,ts222802,Once Upon a Time in Lingjian Mountain,action scifi comedy drama fantasy romance,0.0765,similar description and thematic content
ts308039,A Sinister Sect: Colonia Dignidad,tm919880,Final Account,documentation,0.0755,similar genres: documentation
tm998858,Brian Regan: On the Rocks,tm358242,Brian Regan: Nunchucks and Flamethrowers,comedy documentation,0.3504,"similar genres: comedy; shares cast members: Brian, Regan; same director (Troy Miller)"
tm998858,Brian Regan: On the Rocks,ts103638,Standup and Away! with Brian Regan,comedy,0.327,"similar genres: comedy; shares cast members: Brian, Regan; same director (Troy Miller)"
tm998858,Brian Regan: On the Rocks,tm896246,George Lopez: We'll Do It for Half,comedy,0.1644,similar genres: comedy; same director (Troy Miller)
tm998858,Brian Regan: On the Rocks,tm813938,Mike Epps: Only One Mike,comedy,0.0987,similar genres: comedy
tm998858,Brian Regan: On the Rocks,tm95477,Troy,action history war drama european,0.0848,"shares cast members: Brian, Regan"
tm894254,Penguin Bloom,tm1020851,Back to the Outback,animation comedy family,0.1008,"shares cast members: Carides, Gia, House, Jacki, Rachel, Weaver"
tm894254,Penguin Bloom,tm934040,American Murder: The Family Next Door,documentation thriller crime,0.0977,shares cast members: Watts
tm894254,Penguin Bloom,ts41527,Gypsy,drama thriller,0.079,"similar genres: drama; shares cast members: Naomi, Watts"
tm894254,Penguin Bloom,ts79234,The Boss Baby: Back in Business,action fantasy animation comedy family,0.0736,similar description and thematic content
tm894254,Penguin Bloom,tm954606,Felix Lobrecht: Hype,comedy,0.0678,shares cast members: Felix
tm983658,Rita Moreno: Just a Girl Who Decided to Go for It,ts53198,One Day at a Time,comedy drama,0.1628,"shares cast members: Grinnell, Justina, Machado, Moreno, Rita, Todd"
tm983658,Rita Moreno: Just a Girl Who Decided to Go for It,tm831125,American Factory: A Conversation with the Obamas,documentation,0.1221,"similar genres: documentation; shares cast members: Barack, Julia, Obama, Steven"
tm983658,Rita Moreno: Just a Girl Who Decided to Go for It,ts342732,Our Great National Parks,documentation,0.0982,"similar genres: documentation; shares cast members: Barack, Obama"
tm983658,Rita Moreno: Just a Girl Who Decided to Go for It,tm890674,Becoming,documentation,0.0882,"similar genres: documentation; shares cast members: Barack, Obama"
tm983658,Rita Moreno: Just a Girl Who Decided to Go for It,tm375091,Marlon Wayans: Woke-ish,comedy documentation,0.0855,similar genres: documentation; shares cast members: Marlon
ts312200,I Am Georgina,tm322200,Superlopez,comedy scifi action european,0.1041,shares cast members: Rodríguez
ts312200,I Am Georgina,ts106612,Chicken Soup for the Soul's Being Dad,reality,0.1028,similar genres: reality
ts312200,I Am Georgina,tm474496,Mujeres arriba,comedy romance,0.0913,shares cast members: Rodríguez
ts312200,I Am Georgina,tm1201262,Love & Gelato,romance comedy drama,0.0882,shares cast members: Cristiano
ts312200,I Am Georgina,ts315551,Elite Short Stories: Phillipe Caye Felipe,comedy romance drama,0.0857,shares cast members: Georgina
ts346500,Wild Babies,ts292446,Taarak Mehta Kka Chhota Chashmah,animation comedy,0.1251,similar description and thematic content
ts346500,Wild Babies,ts80962,Tuca & Bertie,comedy animation,0.1214,similar description and thematic content
ts346500,Wild Babies,tm1108171,Edis Starlight,documentation music,0.1159,similar genres: documentation
ts346500,Wild Babies,ts81898,Kazoops!,animation comedy family fantasy,0.1092,similar description and thematic content
ts346500,Wild Babies,ts55532,LEGO Friends,animation european,0.1076,similar description and thematic content
ts302312,Jaguar,tm429163,The Photographer of Mauthausen,thriller drama history war european,0.1449,"similar genres: drama, history, war; shares cast members: Casas, Francesc, Stefan, Weinert"
ts302312,Jaguar,tm876083,Xtreme,action crime drama thriller fantasy,0.1055,"similar genres: action, drama; shares cast members: Casas, Óscar"
ts302312,Jaguar,ts214280,You Cannot Hide,action crime,0.1023,"similar genres: action; shares cast members: Blanca, Iván"
ts302312,Jaguar,ts20336,Velvet,drama romance thriller action crime european,0.0974,"similar genres: action, drama; shares cast members: Adrián, Lastra"
ts302312,Jaguar,tm983668,Misha and the Wolves,documentation drama,0.0966,similar genres: drama
ts317720,Coming Out Colton,ts106612,Chicken Soup for the Soul's Being Dad,reality,0.1367,similar genres: reality
ts317720,Coming Out Colton,ts300456,My Unorthodox Life,reality,0.1241,similar genres: reality
ts317720,Coming Out Colton,ts16919,All That,comedy family music,0.1066,shares cast members: Underwood
ts317720,Coming Out Colton,ts223759,Killer Inside: The Mind of Aaron Hernandez,documentation crime sport,0.0957,similar description and thematic content
ts317720,Coming Out Colton,ts36545,Quantico,drama thriller crime,0.0918,shares cast members: Underwood
tm1003353,Operation Varsity Blues: The College Admissions Scandal,tm39888,The Dark Knight Rises,thriller action drama crime,0.073,"similar genres: crime, drama; shares cast members: Courtney, Cullen, David, Graham, Jeff, Jillian, John, Josh, Matthew, Modine, Sarah"
tm1003353,Operation Varsity Blues: The College Admissions Scandal,ts4924,At Dolphin Bay,drama comedy romance,0.0715,"similar genres: drama; shares cast members: Angela, Wallace"
tm1003353,Operation Varsity Blues: The College Admissions Scandal,tm315344,Molly's Game,drama crime sport,0.0713,"similar genres: crime, drama; shares cast members: Angela, David, George, Graham, Gregory, Jeff, Jeremy, John, Ken, Matthew, Nicholas, Peterson"
tm1003353,Operation Varsity Blues: The College Admissions Scandal,tm443283,Loudon Wainwright III: Surviving Twin,music documentation,0.0626,similar genres: documentation; shares cast members: III
tm1003353,Operation Varsity Blues: The College Admissions Scandal,tm897732,Bigfoot Family,animation family,0.0609,"shares cast members: David, George, Jeff, Rector, Roger"
tm1020520,A Stand Worthy of Men,ts33559,Shaun the Sheep,animation comedy family european,0.14,similar genres: comedy
tm1020520,A Stand Worthy of Men,ts289757,Crime Stories: India Detectives,documentation crime,0.1318,similar description and thematic content
tm1020520,A Stand Worthy of Men,tm1077037,Chhota Bheem & Krishna: Pataliputra- City of the Dead,animation,0.1125,similar description and thematic content
tm1020520,A Stand Worthy of Men,ts257873,Dive Club,drama family,0.1069,similar genres: drama
tm1020520,A Stand Worthy of Men,ts296129,Elite Short Stories: Guzmán Caye Rebe,drama crime thriller,0.1068,similar genres: drama
tm817075,Furioza,tm1068632,Bartkowiak,action thriller crime sport,0.1725,"similar genres: action, crime; shares cast members: Bobrowski, Cezary, Chabior, Janusz, Joanna, Jusiński, Mariusz, Michał, Paweł, Piotr, Szymon, Wojciech, Zieliński, Łukaszewicz"
tm817075,Furioza,tm977952,Fierce,comedy music,0.1511,"shares cast members: Anita, Krzysztof, Maciej, Maria, Mariusz, Mateusz, Sokołowska, Tomasz, Wojciech"
tm817075,Furioza,tm986700,All My Friends Are Dead,comedy drama thriller crime,0.1509,"similar genres: crime, drama; shares cast members: Adam, Gałązka, Kamil, Konrad, Mateusz, Michał, Paulina, Szymon, Wojciech"
tm817075,Furioza,tm1000185,Squared Love,comedy romance,0.1481,"shares cast members: Anna, Banasiuk, Jacek, Krzysztof, Mateusz, Sebastian, Stankiewicz, Tomasz, Wojciech"
tm817075,Furioza,tm832345,365 Days,romance drama european,0.1348,"similar genres: drama; shares cast members: Andrea, Magdalena, Mateusz, Michał, Tomasz"
tm1137862,Four to Dinner,tm898842,C/O Kaadhal,drama,0.0945,similar description and thematic content
tm1137862,Four to Dinner,ts77011,The Many Faces of Ito,drama thriller romance comedy,0.0785,"similar genres: comedy, romance"
tm1137862,Four to Dinner,ts218564,"Breakfast, Lunch & Dinner",documentation,0.0731,similar description and thematic content
tm1137862,Four to Dinner,ts312200,I Am Georgina,reality,0.0716,shares cast members: Cristiano
tm1137862,Four to Dinner,tm895839,Under the Riccione Sun,romance comedy drama,0.0674,"similar genres: comedy, romance; shares cast members: Cristiano, Matteo"
tm834847,Seal Team,tm524282,Invader ZIM: Enter the Florpus,drama animation action family fantasy comedy scifi thriller horror,0.0919,"similar genres: animation, comedy; shares cast members: Bumpass, Horvitz, Jenny, Richard, Rodger, Steven"
tm834847,Seal Team,tm174683,Arthur Christmas,drama animation family comedy fantasy,0.0702,"similar genres: animation, comedy; shares cast members: Bill, Cameron, Greig, Julia, Patrick, Rhys, Smith"
tm834847,Seal Team,ts121176,DreamWorks Shrek's Swamp Stories,comedy family fantasy horror music animation scifi,0.0659,"similar genres: animation, comedy; shares cast members: Cameron"
tm834847,Seal Team,tm183547,Escape from Planet Earth,scifi comedy family animation,0.0651,"similar genres: animation, comedy; shares cast members: Abrahams, Bergen, Bill, Bob, Rob, Robinson"
tm834847,Seal Team,tm351688,Def Comedy Jam 25,comedy documentation,0.064,"similar genres: comedy; shares cast members: Bill, Robinson"
tm876997,Most Eligible Bachelor,tm1019885,F3: Fun and Frustration,comedy romance family,0.2289,"similar genres: romance; shares cast members: Babu, Getup, Hegde, Iyengar, Kishore, Mahavadi, Murali, Pooja, Pragathi, Satya, Sharma, Srikanth, Srinu, Vennela, Y."
tm876997,Most Eligible Bachelor,tm848261,Aaviri,drama thriller,0.1604,"similar genres: drama; shares cast members: Babu, Kasi, Khan, Mukhtar, Neha, Viswanath, Y."
tm876997,Most Eligible Bachelor,tm859256,Red,thriller crime drama,0.1565,"similar genres: drama; shares cast members: Kishore, Krishna, Murali, Posani, Satya, Sharma, Srinu, Vennela"
tm876997,Most Eligible Bachelor,tm369433,Awe!,romance drama fantasy horror scifi thriller,0.1534,"similar genres: drama, romance; shares cast members: Eesha, Mahavadi, Murali, Pragathi, Rebba, Sharma"
tm876997,Most Eligible Bachelor,tm1000619,Radhe Shyam,drama romance,0.1417,"similar genres: drama, romance; shares cast members: Babu, Hegde, Kumar, Murali, Pooja, Sharma"
tm1204615,Katt Williams: World War III,tm22493,Katt Williams: The Pimp Chronicles Pt. 1,comedy documentation,0.2783,"similar genres: comedy; shares cast members: Katt, Williams"
tm1204615,Katt Williams: World War III,tm367008,Katt Williams: Great America,comedy,0.2624,"similar genres: comedy; shares cast members: Katt, Williams"
tm1204615,Katt Williams: World War III,tm1207096,Snoop Dogg's F*cn Around Comedy Special,documentation comedy music,0.2507,"similar genres: comedy; shares cast members: Katt, Williams"
tm1204615,Katt Williams: World War III,tm215339,Ralphie May: Imperfectly Yours,comedy documentation,0.1862,similar genres: comedy
tm1204615,Katt Williams: World War III,ts77545,Dope,documentation crime war thriller comedy drama,0.1423,similar genres: comedy
tm1096769,Lead Me Home,ts58528,Inside West Coast Customs,reality,0.1375,similar description and thematic content
tm1096769,Lead Me Home,ts311989,jeen-yuhs,documentation music,0.0988,similar genres: documentation
tm1096769,Lead Me Home,ts43258,Stories by Rabindranath Tagore,drama,0.0914,similar description and thematic content
tm1096769,Lead Me Home,ts87364,Conversations with a Killer: The Ted Bundy Tapes,documentation crime history,0.09,similar genres: documentation
tm1096769,Lead Me Home,tm232954,Audrie & Daisy,documentation crime,0.089,similar genres: documentation
ts255486,Godzilla Singular Point,ts82375,Beyblade Burst Turbo,scifi action,0.1131,"similar genres: action, scifi"
ts255486,Godzilla Singular Point,ts39014,Kuromukuro,comedy drama animation action scifi,0.1113,"similar genres: action, animation, scifi; shares cast members: Azakami, Kiuchi, Yohei"
ts255486,Godzilla Singular Point,ts222522,Spriggan,animation action war scifi drama thriller,0.0966,"similar genres: action, animation, scifi, thriller; shares cast members: Azakami, Yohei"
ts255486,Godzilla Singular Point,tm1065041,The Seven Deadly Sins: Cursed by Light,animation fantasy action,0.0878,"similar genres: action, animation; shares cast members: Kuno, Misaki, Takagi"
ts255486,Godzilla Singular Point,ts312044,Beyblade Burst Surge,animation,0.0836,similar genres: animation
tm1207096,Snoop Dogg's F*cn Around Comedy Special,tm22493,Katt Williams: The Pimp Chronicles Pt. 1,comedy documentation,0.2964,"similar genres: comedy, documentation; shares cast members: Dogg, Katt, Snoop, Williams"
tm1207096,Snoop Dogg's F*cn Around Comedy Special,tm1204615,Katt Williams: World War III,comedy,0.2507,"similar genres: comedy; shares cast members: Katt, Williams"
tm1207096,Snoop Dogg's F*cn Around Comedy Special,ts78442,Coach Snoop,documentation,0.2486,"similar genres: documentation; shares cast members: Dogg, Snoop"
tm1207096,Snoop Dogg's F*cn Around Comedy Special,tm813938,Mike Epps: Only One Mike,comedy,0.2264,"similar genres: comedy; shares cast members: Epps, Mike"
tm1207096,Snoop Dogg's F*cn Around Comedy Special,tm1235785,The Best of Netflix Is a Joke: The Festival,comedy,0.2145,"similar genres: comedy; shares cast members: Davis, DeRay, Dogg, Donnell, Epps, Mike, Rawlings, Snoop"
tm1092995,Shaun the Sheep: The Flight Before Christmas,tm348403,A Shaun the Sheep Movie: Farmageddon,family comedy animation fantasy scifi,0.3123,"similar genres: animation, comedy, family; shares cast members: Andy, Emma, Fletcher, Greenall, Harbour, John, Justin, Kate, Nyman, Richard, Simon, Sparkes, Tate, Webber"
tm1092995,Shaun the Sheep: The Flight Before Christmas,tm233561,Shaun the Sheep: The Farmer's Llamas,comedy family animation,0.2582,"similar genres: animation, comedy, family; shares cast members: Andy, Emma, Fletcher, Greenall, Harbour, John, Justin, Kate, Nyman, Richard, Simon, Sparkes, Tate, Webber"
tm1092995,Shaun the Sheep: The Flight Before Christmas,ts23319,Timmy Time,animation comedy family fantasy european,0.2363,"similar genres: animation, comedy, family; shares cast members: Fletcher, Harbour, Justin, Kate"
tm1092995,Shaun the Sheep: The Flight Before Christmas,ts33559,Shaun the Sheep,animation comedy family european,0.1419,"similar genres: animation, comedy, family"
tm1092995,Shaun the Sheep: The Flight Before Christmas,tm158671,A Fairly Odd Summer,fantasy comedy family animation,0.1285,"similar genres: animation, comedy, family"
ts312094,JAPAN SINKS: People of Hope,tm435836,Mere Pyare Prime Minister,drama,0.0756,similar genres: drama
ts312094,JAPAN SINKS: People of Hope,ts268099,LEGO Marvel Avengers: Climate Conundrum,animation family action,0.073,similar description and thematic content
ts312094,JAPAN SINKS: People of Hope,tm62210,Rurouni Kenshin Part I: Origins,action drama history war,0.0718,"similar genres: drama, war; shares cast members: Eiji, Kagawa, Teruyuki"
ts312094,JAPAN SINKS: People of Hope,ts12787,Code Geass: Lelouch of the Rebellion,scifi action animation drama war thriller,0.0667,"similar genres: drama, scifi, war"
ts312094,JAPAN SINKS: People of Hope,tm59590,One Piece Film: Z,action animation fantasy,0.0647,"shares cast members: Kagawa, Shun, Teruyuki, Watanabe"
tm1166015,The Invisible Thread,tm467955,Francesco De Carlo: Cose di Questo Mondo,comedy,0.1519,"similar genres: comedy; shares cast members: De, Francesco"
tm1166015,The Invisible Thread,tm854749,The Match,drama european,0.1236,"similar genres: drama; shares cast members: Di, Francesco, Giulia, Stefano"
tm1166015,The Invisible Thread,tm426117,On My Skin,drama european,0.1044,"similar genres: drama; shares cast members: Conte, De, Di, Emanuele, Giuliani, Mauro, Stefano"
tm1166015,The Invisible Thread,tm843938,18 Presents,drama fantasy european,0.0993,"similar genres: drama; shares cast members: Filippo, Francesco, Martina"
tm1166015,The Invisible Thread,ts216474,The Trial,crime thriller drama,0.0868,"similar genres: drama; shares cast members: De, Francesco, Scianna"
tm880822,Mobile Suit Gundam Hathaway,ts273485,Baki Hanma,animation action drama sport thriller,0.1431,"similar genres: action, animation, drama; shares cast members: Furuya, Kensho, Ono, Saito, Toru"
tm880822,Mobile Suit Gundam Hathaway,tm125985,Mobile Suit Gundam II: Soldiers of Sorrow,animation scifi action drama war,0.1388,"similar genres: action, animation, drama, scifi; shares cast members: Furuya, Toru"
tm880822,Mobile Suit Gundam Hathaway,ts39014,Kuromukuro,comedy drama animation action scifi,0.1266,"similar genres: action, animation, drama, scifi; shares cast members: Ono, Reina, Toru, Ueda"
tm880822,Mobile Suit Gundam Hathaway,ts20433,JoJo's Bizarre Adventure,scifi animation action comedy drama fantasy horror thriller,0.1249,"similar genres: action, animation, drama, scifi; shares cast members: Atsumi, Ono, Tanezaki"
tm880822,Mobile Suit Gundam Hathaway,ts242244,Japan Sinks: 2020,action scifi animation drama,0.121,"similar genres: action, animation, drama, scifi; shares cast members: Kensho, Ono, Reina, Ueda"
tm1160424,AI Love You,tm853953,Tremors: Shrieker Island,action horror,0.1223,"shares cast members: Asavanond, Boonthanakit, David, Michael, Sahajak"
tm1160424,AI Love You,tm266629,Russell Peters: Almost Famous,comedy,0.1055,similar genres: comedy
tm1160424,AI Love You,ts221041,My Dear Warrior,drama romance fantasy,0.0938,"similar genres: drama, romance; shares cast members: Luevisadpaibul, Pimchanok"
tm1160424,AI Love You,tm475252,The Lift Boy,drama comedy,0.0905,"similar genres: comedy, drama"
tm1160424,AI Love You,tm469991,I Lost My Body,fantasy drama romance animation european,0.0842,"similar genres: drama, romance"
ts258358,The Life and Movies of Erşan Kuneri,tm1141663,Cem Yılmaz: Diamond Elite Platinum Plus,comedy,0.2816,"similar genres: comedy; shares cast members: Cem, Yılmaz"
ts258358,The Life and Movies of Erşan Kuneri,tm157461,Coming Soon,romance drama comedy,0.2482,"similar genres: comedy; shares cast members: Algöz, Can, Cem, Yılmaz, Zafer, Çağlar, Çorumlu"
ts258358,The Life and Movies of Erşan Kuneri,tm228839,Ali Baba and the 7 Dwarfs,action comedy drama,0.2082,"similar genres: comedy; shares cast members: Algöz, Can, Cem, Yılmaz, Zafer"
ts258358,The Life and Movies of Erşan Kuneri,tm313118,"Love, Surreal and Odd",comedy romance,0.1817,"similar genres: comedy; shares cast members: Bülent, Çağlar, Çorumlu"
ts258358,The Life and Movies of Erşan Kuneri,tm51493,Vizontele,comedy drama,0.157,"similar genres: comedy; shares cast members: Can, Cem, Yılmaz"
tm1039147,Audible,ts83970,All American,drama sport,0.1122,similar description and thematic content
tm1039147,Audible,ts87369,Rust Valley Restorers,documentation,0.1,similar genres: documentation
tm1039147,Audible,tm898169,If Anything Happens I Love You,drama animation,0.0903,similar description and thematic content
tm1039147,Audible,tm840242,Arsenio Hall: Smart and Classy,comedy,0.0901,similar description and thematic content
tm1039147,Audible,tm491499,Fan of Amoory,drama,0.0768,similar description and thematic content
ts283528,This Is Pop,tm680024,Surviving R. Kelly: The Impact,documentation,0.2094,similar genres: documentation
ts283528,This Is Pop,tm840936,Zoé: Panoramas,documentation music,0.1807,"similar genres: documentation, music"
ts283528,This Is Pop,ts311915,Rebelde,drama romance family comedy music,0.1535,similar genres: music
